trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
27,False,"{'a': 0.25, 'e': 0.9347277206160275}",30,0,-136.81849570068192,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
28,False,"{'a': 0.25, 'e': 0.9323938199059483}",20,0,-75.70359943589503,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
29,False,"{'a': 0.25, 'e': 0.9300657466602785}",30,14,-92.17256055531936,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 2}",1
30,False,"{'a': 0.25, 'e': 0.9277434863285529}",20,0,-116.4145437910708,"{0: 10, 1: 6, 2: 2, 3: 0, 4: 2}",0
31,False,"{'a': 0.25, 'e': 0.9254270243966368}",20,0,-85.05182376199427,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
32,False,"{'a': 0.25, 'e': 0.9231163463866358}",25,0,-61.097745789794146,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
33,False,"{'a': 0.25, 'e': 0.9208114378568045}",30,0,-78.00513859741747,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
34,False,"{'a': 0.25, 'e': 0.9185122844014574}",20,0,-112.57435994253908,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
35,False,"{'a': 0.25, 'e': 0.9162188716508776}",20,0,-193.45892119207483,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
36,False,"{'a': 0.25, 'e': 0.9139311852712282}",20,0,-155.62825691059112,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
37,False,"{'a': 0.25, 'e': 0.9116492109644617}",35,15,-37.63159515007971,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
38,False,"{'a': 0.25, 'e': 0.9093729344682314}",25,0,-53.46963693859064,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",1
39,False,"{'a': 0.25, 'e': 0.9071023415558017}",20,0,-162.50641235793663,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
40,False,"{'a': 0.25, 'e': 0.9048374180359595}",30,0,-60.95462447708166,"{0: 23, 1: 0, 2: 5, 3: 2, 4: 0}",0
41,False,"{'a': 0.25, 'e': 0.9025781497529256}",25,0,-148.28862149069107,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
42,False,"{'a': 0.25, 'e': 0.9003245225862656}",30,0,-110.4495508000587,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
43,False,"{'a': 0.25, 'e': 0.8980765224508026}",25,0,-38.230022218222985,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
44,False,"{'a': 0.25, 'e': 0.8958341352965282}",20,0,-158.69586766099656,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
45,False,"{'a': 0.25, 'e': 0.8935973471085157}",20,11,9.873715738970189,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.25, 'e': 0.8913661439068313}",20,0,-29.838030210343597,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
47,False,"{'a': 0.25, 'e': 0.889140511746448}",20,0,-104.08706874996685,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
48,False,"{'a': 0.25, 'e': 0.8869204367171575}",25,0,-142.36689079450878,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
49,False,"{'a': 0.25, 'e': 0.8847059049434836}",30,0,-162.7791708419087,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
50,False,"{'a': 0.25, 'e': 0.8824969025845955}",35,0,-62.72023771448912,"{0: 28, 1: 3, 2: 2, 3: 1, 4: 1}",0
51,False,"{'a': 0.25, 'e': 0.8802934158342212}",20,0,-82.65436107186817,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
52,False,"{'a': 0.25, 'e': 0.8780954309205613}",35,0,-64.69043831786232,"{0: 26, 1: 4, 2: 4, 3: 0, 4: 1}",0
53,False,"{'a': 0.25, 'e': 0.8759029341062031}",25,9,-1.9647491798309877,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
54,False,"{'a': 0.25, 'e': 0.8737159116880344}",30,0,-140.4167626065169,"{0: 20, 1: 4, 2: 2, 3: 2, 4: 2}",0
55,False,"{'a': 0.25, 'e': 0.8715343499971578}",20,0,-135.97777091893408,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
56,False,"{'a': 0.25, 'e': 0.8693582353988059}",20,0,-21.032396906503397,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
57,False,"{'a': 0.25, 'e': 0.8671875542922549}",25,0,-44.58277109263292,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
58,False,"{'a': 0.25, 'e': 0.8650222931107413}",20,0,-64.75799691388988,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
59,False,"{'a': 0.25, 'e': 0.8628624383213754}",20,0,-23.836528667680238,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
60,False,"{'a': 0.25, 'e': 0.8607079764250578}",20,5,-49.39802341129644,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 0}",1
61,False,"{'a': 0.25, 'e': 0.8585588939563946}",20,0,-123.14560690196011,"{0: 13, 1: 3, 2: 0, 3: 2, 4: 2}",0
62,False,"{'a': 0.25, 'e': 0.8564151774836135}",30,0,-79.16630133623251,"{0: 21, 1: 2, 2: 4, 3: 3, 4: 0}",0
63,False,"{'a': 0.25, 'e': 0.8542768136084795}",35,0,-164.31314017331306,"{0: 21, 1: 7, 2: 3, 3: 2, 4: 2}",0
64,False,"{'a': 0.25, 'e': 0.8521437889662113}",30,0,-62.640582468412084,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
65,False,"{'a': 0.25, 'e': 0.8500160902253981}",20,0,-64.58684881280942,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
66,False,"{'a': 0.25, 'e': 0.8478937040879159}",20,0,-12.099156943887145,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
67,False,"{'a': 0.25, 'e': 0.8457766172888441}",25,0,-108.89778891640144,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
68,False,"{'a': 0.25, 'e': 0.8436648165963837}",25,0,-70.72386522617275,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
69,False,"{'a': 0.25, 'e': 0.8415582888117732}",25,0,-94.79862817146515,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
70,False,"{'a': 0.25, 'e': 0.8394570207692074}",25,0,-202.16077012651854,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
71,False,"{'a': 0.25, 'e': 0.8373609993357539}",30,0,-196.3129332113091,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 4}",0
72,False,"{'a': 0.25, 'e': 0.835270211411272}",25,0,-62.18404657437705,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
73,False,"{'a': 0.25, 'e': 0.8331846439283305}",20,4,-93.47196535968834,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
74,False,"{'a': 0.25, 'e': 0.8311042838521256}",25,0,-65.9887597861172,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
75,False,"{'a': 0.25, 'e': 0.8290291181804004}",25,17,-48.19804425123939,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
76,False,"{'a': 0.25, 'e': 0.8269591339433623}",20,0,-66.33634119211028,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
77,False,"{'a': 0.25, 'e': 0.8248943182036034}",30,0,-189.46428424963554,"{0: 17, 1: 4, 2: 3, 3: 4, 4: 2}",0
78,False,"{'a': 0.25, 'e': 0.8228346580560184}",20,0,-62.11416937388719,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
79,False,"{'a': 0.25, 'e': 0.8207801406277248}",20,5,-107.24103833850155,"{0: 7, 1: 0, 2: 6, 3: 1, 4: 1}",1
80,False,"{'a': 0.25, 'e': 0.8187307530779818}",30,0,-145.9461688656459,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
81,False,"{'a': 0.25, 'e': 0.8166864825981108}",20,0,-192.26132079000473,"{0: 8, 1: 0, 2: 8, 3: 2, 4: 2}",0
82,False,"{'a': 0.25, 'e': 0.8146473164114145}",20,0,-86.29821224644634,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
83,False,"{'a': 0.25, 'e': 0.8126132417730977}",35,5,-99.70932830557678,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",1
84,False,"{'a': 0.25, 'e': 0.8105842459701871}",20,0,-25.928138816687454,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
85,False,"{'a': 0.25, 'e': 0.8085603163214524}",30,7,-82.91312791682147,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 1}",1
86,False,"{'a': 0.25, 'e': 0.8065414401773269}",30,15,-0.48083982116609825,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.25, 'e': 0.8045276049198279}",30,11,-42.975037142478065,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 0}",1
88,False,"{'a': 0.25, 'e': 0.8025187979624785}",35,0,-119.84735170205528,"{0: 26, 1: 2, 2: 4, 3: 1, 4: 2}",0
89,False,"{'a': 0.25, 'e': 0.8005150067502288}",35,0,-115.89797991784037,"{0: 26, 1: 4, 2: 1, 3: 2, 4: 2}",0
90,False,"{'a': 0.25, 'e': 0.7985162187593771}",20,0,-53.43458607765218,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
91,False,"{'a': 0.25, 'e': 0.7965224214974919}",25,2,-64.9929474714744,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 0}",1
92,False,"{'a': 0.25, 'e': 0.794533602503334}",25,0,-125.36613629181689,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
93,False,"{'a': 0.25, 'e': 0.7925497493467781}",30,11,-24.487391361197425,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
94,False,"{'a': 0.25, 'e': 0.7905708496287356}",30,0,-240.7802187505963,"{0: 16, 1: 2, 2: 7, 3: 1, 4: 4}",0
95,False,"{'a': 0.25, 'e': 0.7885968909810767}",30,0,-147.20648052861463,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
96,False,"{'a': 0.25, 'e': 0.7866278610665535}",20,0,-20.178938452122072,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
97,False,"{'a': 0.25, 'e': 0.7846637475787225}",25,15,-33.312039974239916,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
98,False,"{'a': 0.25, 'e': 0.7827045382418681}",25,9,-17.82697025580362,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
99,False,"{'a': 0.25, 'e': 0.7807502208109257}",30,8,-127.01480245316323,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 2}",1
100,False,"{'a': 0.25, 'e': 0.7788007830714049}",25,0,-162.6366874184602,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
101,False,"{'a': 0.25, 'e': 0.7768562128393134}",20,0,-114.41144480856377,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
102,False,"{'a': 0.25, 'e': 0.774916497961081}",20,0,-89.63412174496169,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
103,False,"{'a': 0.25, 'e': 0.7729816263134832}",25,9,-4.174370205427892,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
104,False,"{'a': 0.25, 'e': 0.7710515858035663}",25,5,-41.01796114383207,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",1
105,False,"{'a': 0.25, 'e': 0.7691263643685705}",30,0,-39.839306215323795,"{0: 23, 1: 0, 2: 7, 3: 0, 4: 0}",0
106,False,"{'a': 0.25, 'e': 0.7672059499758557}",25,13,1.549064868109303,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.25, 'e': 0.7652903306228257}",20,8,-53.68847673417397,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
108,False,"{'a': 0.25, 'e': 0.7633794943368531}",30,14,-59.12443065938734,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
109,False,"{'a': 0.25, 'e': 0.7614734291752052}",20,7,-2.7821675051714188,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
110,False,"{'a': 0.25, 'e': 0.7595721232249685}",35,0,-105.73478719768084,"{0: 24, 1: 2, 2: 6, 3: 3, 4: 0}",0
111,False,"{'a': 0.25, 'e': 0.7576755646029744}",25,0,-105.62516856733217,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
112,False,"{'a': 0.25, 'e': 0.7557837414557255}",20,0,-79.79727936035776,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
113,False,"{'a': 0.25, 'e': 0.7538966419593208}",20,0,-45.71441800546958,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
114,False,"{'a': 0.25, 'e': 0.7520142543193826}",25,0,-62.24576444982256,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
115,False,"{'a': 0.25, 'e': 0.7501365667709818}",25,12,-21.6991041962912,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
116,False,"{'a': 0.25, 'e': 0.7482635675785653}",25,18,5.842140786605464,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.25, 'e': 0.7463952450358817}",25,0,-34.9035267663259,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
118,False,"{'a': 0.25, 'e': 0.7445315874659094}",25,11,-18.340967649309977,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
119,False,"{'a': 0.25, 'e': 0.7426725832207823}",25,0,-93.39627153194002,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",1
120,False,"{'a': 0.25, 'e': 0.7408182206817179}",20,9,-5.751444876972013,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
121,False,"{'a': 0.25, 'e': 0.7389684882589442}",20,6,-71.60423277755237,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
122,False,"{'a': 0.25, 'e': 0.7371233743916278}",25,0,-50.42585284974383,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
123,False,"{'a': 0.25, 'e': 0.7352828675478007}",25,0,-34.506389485117225,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
124,False,"{'a': 0.25, 'e': 0.7334469562242892}",25,0,-75.9277226225903,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
125,False,"{'a': 0.25, 'e': 0.7316156289466418}",30,0,-161.29113921157906,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
126,False,"{'a': 0.25, 'e': 0.7297888742690568}",25,3,-66.09233591862977,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 1}",1
127,False,"{'a': 0.25, 'e': 0.7279666807743116}",20,0,-22.0531073260678,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",1
128,False,"{'a': 0.25, 'e': 0.7261490370736909}",20,0,-55.23530779559696,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
129,False,"{'a': 0.25, 'e': 0.7243359318069157}",25,0,7.971427538470074,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
130,False,"{'a': 0.25, 'e': 0.7225273536420722}",20,0,-191.8587061309018,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
131,False,"{'a': 0.25, 'e': 0.7207232912755409}",30,10,-70.20225600210925,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",1
132,False,"{'a': 0.25, 'e': 0.7189237334319262}",25,0,-132.60425330780603,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
133,False,"{'a': 0.25, 'e': 0.7171286688639856}",20,0,-50.07114621896288,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
134,False,"{'a': 0.25, 'e': 0.7153380863525599}",20,1,-48.146987878402165,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
135,False,"{'a': 0.25, 'e': 0.7135519747065024}",25,0,-1.2822360238175603,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
136,False,"{'a': 0.25, 'e': 0.7117703227626097}",20,0,-151.50491710188751,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
137,False,"{'a': 0.25, 'e': 0.7099931193855512}",20,0,-73.3109757703655,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
138,False,"{'a': 0.25, 'e': 0.7082203534678}",30,9,-76.54336112889057,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 1}",1
139,False,"{'a': 0.25, 'e': 0.7064520139295634}",25,16,-19.712779188012185,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
140,False,"{'a': 0.25, 'e': 0.7046880897187134}",30,0,-100.83020547812464,"{0: 24, 1: 2, 2: 0, 3: 2, 4: 2}",0
141,False,"{'a': 0.25, 'e': 0.7029285698107182}",20,0,-109.63169443828153,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
142,False,"{'a': 0.25, 'e': 0.7011734432085724}",25,2,-44.471257888157815,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 0}",1
143,False,"{'a': 0.25, 'e': 0.6994226989427291}",25,6,-95.61520820392039,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 2}",1
144,False,"{'a': 0.25, 'e': 0.697676326071031}",25,0,-92.2817809986164,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
145,False,"{'a': 0.25, 'e': 0.695934313678642}",30,0,-183.77430977028504,"{0: 21, 1: 2, 2: 2, 3: 1, 4: 4}",0
146,False,"{'a': 0.25, 'e': 0.6941966508779789}",20,0,-42.2877763067241,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
147,False,"{'a': 0.25, 'e': 0.6924633268086434}",20,0,-63.53776465232611,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
148,False,"{'a': 0.25, 'e': 0.6907343306373547}",20,0,-37.77843677266962,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
149,False,"{'a': 0.25, 'e': 0.6890096515578809}",25,15,19.091374881531017,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.25, 'e': 0.6872892787909722}",20,10,-4.134823887833361,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
151,False,"{'a': 0.25, 'e': 0.6855732015842932}",25,0,-141.4127746180765,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
152,False,"{'a': 0.25, 'e': 0.6838614092123558}",20,0,-73.64233972600981,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
153,False,"{'a': 0.25, 'e': 0.6821538909764522}",30,15,-63.04558990355443,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
154,False,"{'a': 0.25, 'e': 0.6804506362045877}",25,18,0.4060516116258479,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.25, 'e': 0.6787516342514144}",20,0,-78.04160210532407,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
156,False,"{'a': 0.25, 'e': 0.6770568744981647}",20,11,-11.993012612156543,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.25, 'e': 0.6753663463525845}",20,0,-114.0845630816972,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
158,False,"{'a': 0.25, 'e': 0.6736800392488677}",25,2,-36.59351959229393,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 0}",1
159,False,"{'a': 0.25, 'e': 0.6719979426475889}",25,0,-35.77810894142764,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
160,False,"{'a': 0.25, 'e': 0.6703200460356393}",20,0,-80.25517245452893,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
161,False,"{'a': 0.25, 'e': 0.6686463389261594}",20,7,-97.99259799141764,"{0: 4, 1: 3, 2: 5, 3: 0, 4: 1}",1
162,False,"{'a': 0.25, 'e': 0.6669768108584744}",30,3,-42.133353732831225,"{0: 21, 1: 1, 2: 3, 3: 2, 4: 0}",1
163,False,"{'a': 0.25, 'e': 0.6653114513980284}",30,6,-43.76022020195996,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
164,False,"{'a': 0.25, 'e': 0.6636502501363194}",20,5,0.42223937511246934,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.25, 'e': 0.661993196690834}",20,0,-9.219735137524381,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
166,False,"{'a': 0.25, 'e': 0.6603402807049829}",20,0,-19.895946106944,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
167,False,"{'a': 0.25, 'e': 0.6586914918480358}",25,7,-22.209031508541248,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
168,False,"{'a': 0.25, 'e': 0.6570468198150567}",20,0,-50.3256934072144,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
169,False,"{'a': 0.25, 'e': 0.6554062543268405}",30,13,-76.5806529609289,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 2}",1
170,False,"{'a': 0.25, 'e': 0.6537697851298473}",30,16,12.82333062243522,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.25, 'e': 0.6521374019961392}",20,2,-40.45142510747084,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
172,False,"{'a': 0.25, 'e': 0.6505090947233165}",20,2,-108.39654683682284,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 2}",1
173,False,"{'a': 0.25, 'e': 0.6488848531344534}",20,0,-24.508503197758976,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
174,False,"{'a': 0.25, 'e': 0.6472646670780347}",20,10,9.03166467448664,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.25, 'e': 0.645648526427892}",30,0,-205.898925896163,"{0: 17, 1: 2, 2: 6, 3: 2, 4: 3}",0
176,False,"{'a': 0.25, 'e': 0.6440364210831414}",25,0,-188.38028857906644,"{0: 17, 1: 0, 2: 1, 3: 4, 4: 3}",0
177,False,"{'a': 0.25, 'e': 0.642428340968119}",20,7,-3.3556309811498926,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.25, 'e': 0.6408242760323187}",20,0,-172.80962260827354,"{0: 13, 1: 0, 2: 1, 3: 3, 4: 3}",1
179,False,"{'a': 0.25, 'e': 0.6392242162503299}",20,4,0.15683922257814498,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.25, 'e': 0.6376281516217733}",30,0,-123.28279811043488,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
181,False,"{'a': 0.25, 'e': 0.63603607217124}",20,6,-82.45247508652702,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 1}",1
182,False,"{'a': 0.25, 'e': 0.6344479679482282}",20,0,16.332707646413226,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
183,False,"{'a': 0.25, 'e': 0.6328638290270813}",20,0,-68.51806988455434,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
